;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
jefferson_method_desc;The Jefferson Method is a highest averages method for allocating seats, and is thus a type of party-list proportional representation. Proportional representation systems aim to allocate seats to parties approximately in proportion to the number of votes received. For example, if a party wins one-third of the votes then it should gain about one-third of the seats. In general, exact proportionality is not possible because these divisions produce fractional numbers of seats. As a result, several methods have been devised which ensure that the parties' seat allocations, which are of course whole numbers, are as proportional as possible. In comparison with the Sainte-Lague method, §Ythe Jefferson Method slightly favours large parties and coalitions over scattered small parties§W.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
precious_goods;Crypto Currency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
precious_goods_RGO_SIZE;Crypto Currency Market Size;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
pensions;Boomer Policy;Pensions;Renten;;Pensiones;;;;;;;;;x;;;;
army_decision_making;Synchronized Climbs;Prise de d?ision;Armee-Entscheidungsfindung;;Toma de decisiones en el ej?cito;;;;;;;;;x;;;;
army_decision_making_desc;Synchronized Climbs;Prise de d?ision;Armee-Entscheidungsfindung;;Toma de decisiones en el ej?cito;;;;;;;;;x;;;;
army_risk_management;Jump Risk Management;Gestion des risques;Armee-Risikomanagement;;Supervisi? de riesgos en el ej?cito;;;;;;;;;x;;;;
army_risk_management_desc;Jump Risk Management;Gestion des risques;Armee-Risikomanagement;;Supervisi? de riesgos en el ej?cito;;;;;;;;;x;;;;
saddle_orders;Passement;Ordres sous pression;Befehlssicherheit;;?denes sobre la marcha;;;;;;;;;x;;;;
army_nco_training;Army GLT Training;?ole de sous-officiers;Armee-Unteroffiziersausbildung;;Entrenamiento de suboficiales en el ej?cito;;;;;;;;;x;;;;
army_nco_training_desc;Army GLT Training;?ole de sous-officiers;Armee-Unteroffiziersausbildung;;Entrenamiento de suboficiales en  el ej?cito;;;;;;;;;x;;;;
army_literate_ncos;Balance Training;Sous-officiers instruits;Gebildete Unteroffiziere;;Subof. preparados;;;;;;;;;x;;;;
army_literate_ncos_desc;When literate NCOs started to flock to the ranks the average quality of the units and the training of the soldiers increased.;L'arriv? d'officiers mariniers instruits accrut la qualit?des unit? et am?iora la formation des soldats.;Als mehr und mehr gebildete Unteroffiziere in die Armee eintraten, verbesserte sich die durchschnittliche Qualit? der Einheiten und die Ausbildung der Soldaten.;;Cuando los suboficiales con preparaci? acad?ica empezaron a acaparar los rangos, la calidad media de las unidades y la formaci? de los soldados aument?;;;;;;;;;x;;;;
nco_field_training;Quadrupedal Movement;Entra?ement sur le terrain des sous-officiers;Unteroffizierausbildung im Feld;;Entren. campo subof.;;;;;;;;;x;;;;
nco_field_training_desc;By excessively training the NCOs in the field and with the equipment, these not only became pioneers for the men, but also highly competent trainers of the smaller units.;En entra?ant au maximum les sous-officiers sur le terrain, avec le mat?iel de temps de guerre, ceux-ci devinrent des mod?es pour les autres et des instructeurs tr? comp?ents pour les petites unit?.;Durch die exzessive Ausbildung der Unteroffiziere im Feld und an der Ausr?tung wurden sie nicht nur zu Wegbereitern f? die Soldaten, sondern auch zu h?hst kompetenten Ausbildern kleinerer Einheiten.;;Entrenando intensivamente a los suboficiales sobre el campo y con equipamiento, se los convert? no s?o en los primeros delante de sus hombres, sino tambi? en competentes entrenadores de las unidades menores.;;;;;;;;;x;;;;
army_nco_tactical_training;Franchissment;Formation tactique des officiers mariniers;Taktische Unteroffiziersausbildung;;Form. t?t. suboficiales;;;;;;;;;x;;;;
army_nco_tactical_training_desc;By excessively training the NCOs in the field and with tactical situations, these not only became the leaders of the men, but also the initiative takers in combat.;En entra?ant au maximum les sous-officiers sur le terrain, dans un cadre tactique, ceux-ci devinrent d'excellents chefs, capables de prendre des initiatives au combat.;Durch die exzessive Ausbildung der Unteroffiziere im Feld mit Schwerpunkt auf taktische Situationen wurden sie nicht nur zu Anf?rern der Soldaten, sondern ?ernahmen auch im Kampf die Initiative.;;Entrenando intensivamente a los suboficiales sobre el campo y con situaciones t?ticas, se los convert? no s?o en l?eres para sus hombres, sino tambi? en quienes tomaban la iniciativa en la batalla.;;;;;;;;;x;;;;
great_war_experience;Forbidden Techniques;Exp?ience de la Grde Guerre;1. Weltkrieg-Erfahrung;;Experiencia de la Gran Guerra;;;;;;;;;x;;;;
great_war_experience_desc;Forbidden Techniques;Exp?ience de la Grande Guerre;1. Weltkrieg-Erfahrung;;Experiencia de la Gran Guerra;;;;;;;;;x;;;;
border_policy;Firewall Policy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,
closed_borders;Heavy Firewall;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
closed_borders_l;Heavy Firewall;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
closed_borders_desc;Our firewalls prevent all but the most determined of Web-Wanderers penetrating our great nation. The great firewall that surrounds our nation makes surrounding nations tremble with fear, nothing will get in or out! The effectiveness of this policy is based on our administration and military spending.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
movement_closed_borders;Movement for the Protection of the Country;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,
quota_immigration;Visitor Limits;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
quota_immigration_l;Visitor Limits;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
quota_immigration_desc;Our firewalls are open to all, but too many IPs could cause great overload on our system! Therefore, to ease the burden, we have put a quota on IPs passing through our webways.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
movement_quota_immigration;Movement for Visitor Limits;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
open_borders;Open Firewall;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
open_borders_l;Open Firewall;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
open_borders_desc;Our country has no firewalls to protect us against even the slightest of movements. Anyone can use the WebWay to escape our nation with ease, although it also allows us to accept all who wish to join us.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
movement_open_borders;Anti Firewall Movement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
border_policy;Firewall Policy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,
child_labor_illegal;9 PM Bedtime;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
child_labor_illegal_l;9 PM Bedtime;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
child_labor_illegal_desc;All child E-Labor is officially banned. With the sleep the children get now, they regularly do exceedingly well in their studies.;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
movement_child_labor_child_labor_illegal;9 PM Bedtime League;;;;;;;;;x;;;;;;;;;;;;;;
child_labor_restricted;11 PM Bedtime;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
child_labor_restricted_l;11 PM Bedtime;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
child_labor_restricted_desc;Children are restricted from the Crypto Mines. The extra sleep from this policy also allows them to perform better in E-School.;Restricted;Restricted;;Restricted;;;;;;;;;x;;;;;;;;;;;;;;
movement_child_labor_restricted;Campaign for the Restriction of Bedtime;;;;;;;;;x;;;;;;;;;;;;;;
child_labor_legal;No Bedtime;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
child_labor_legal_l;No Bedtime;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
child_labor_legal_desc;No Bedtime for any children, usually they spend this time in the Crypto Mines or CyberFactories.;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
child_labor;Bedtime Law;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
movement_child_labor_legal;Campaign for the Abolition of Bedtime;;;;;;;;;x;;;;;;;;;;;;;;
post_nelsonian_thought;Post Cyberwar Thought;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
post_nelsonian_thought_desc;Post Cyberwar Thought;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
battleship_column_doctrine;Cyberhack Column Doctrine;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
battleship_column_doctrine_desc;Cyberhack Column Doctrine;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
raider_group_doctrine;Hacker Group Doctrine;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
raider_group_doctrine_desc;Hacker Group Doctrine;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
blue_and_brown_water_schools;Brown Water School;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
blue_and_brown_water_schools_desc;Brown Water School;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
high_sea_battle_fleet;High AF Battle Fleet;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
high_sea_battle_fleet_desc;High AF Battle Fleet;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
modern_naval_doctrine;Advanced Cyber Doctrine;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
modern_naval_doctrine_desc;Advanced Cyber Doctrine;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
standard_raider_group_doctrine;Standard Hacker Group Doctrine;Doctrine standard des raids;Standard-Kapergruppendoktrin;;Doctrina grupo asalto est?dar;;;;;;;;;x;;;;
standard_raider_group_doctrine_desc;This doctrine enabled groups of ships to hunt and destroy in the sea lanes.;Cette doctrine permettait ?des groupes de navires de chasser et de couler des bateaux sur les routes maritimes.;Diese Doktrin erm?lichte es Schiffskampfgruppen, andere Schiffe auf den Seestra?n zu jagen und zu versenken.;;Esta doctrina permit? que grupos de barcos persiguieran y destruyeran en las rutas mar?imas.;;;;;;;;;x;;;;
blue_water_school;Brown Brick School;?ole des eaux bleues;Blauwasserschule;;Esc. Aguas Azules;;;;;;;;;x;;;;
brown_water_school;Brown Water School;?ole des eaux brunes;Braunwasserschule;;Esc. Aguas Marrones;;;;;;;;;x;;;;
integrated_naval_doctrine;Integrated Cyber Doctrine;Doctrine navale int?r?;Integrations-Marinedoktrin;;Doctrina naval integrada;;;;;;;;;x;;;;
integrated_naval_doctrine_desc;Cyber Doctrine;La prolif?ation des nouveaux navires de guerre comme le porte-avions et le sous-marin dans la marine moderne, mis de plus en plus l'accent sur l'approche qu'ils prendraient dans la guerre navale. L'?ole de la ?flotte-en-devenir? a plaid?en faveur de la d?ense des voies maritimes utilisant des navires de guerre de surface traditionnels. L'?ole ?de frappe? a adopt?une approche plus offensive, mettant l'accent sur le r?e des porte-avions. L'?ole ?d'interdiction?es routes maritimes ?a fait valoir l'attaque de l'ennemi avec les navires de surface et les sous-marins.;Die Verbreitung neuer Kriegsschiffe wie Flugzeugtr?ern und U-Booten stellte moderne Flotten zunehmend vor die Aufgabe, sich f? eine bestimmte Art der Seekriegsf?rung zu entscheiden. Die Fleet-in-being-Schule argumentierte f? die Verteidigung von Seestra?n mit herk?mlichen Oberfl?henschiffen, w?rend die Basisangriffsschule einen offensiveren Ansatz w?lte und dabei gro? Bedeutung auf die Rolle der Flugzeugtr?er legte. Die Seestra?nabriegelungsschule setzte sich f? den Angriff auf feindliche Seestra?n mit Handelszerst?ern und U-Booten ein.;;La proliferaci? de nuevos tipos de barcos de guerra, como portaaviones y los submarinos, provoc?que las marinas modernas tuvieran que plantearse cada vez m? su enfoque doctrinal. La escuela de la flota en potencia arg?a que se deb?n defender las rutas mar?imas por medio de buques de superficie, mientras que la del ataque a base adoptaba un enfoque m? ofensivo que subrayaba el uso de los portaaviones. Por su parte, la interceptaci? de rutas mar?imas defend? el hostigamiento de las rutas enemigas con barcos peque?s y submarinos.;;;;;;;;;x;;;;
clipper_design;WebSurfBoard Design;Conception des voiliers;Klipper-Design;;Dise? cl?eres;;;;;;;;;x;;;;
clipper_design_desc;WebSurfBoard Design;Conception des voiliers;Klipper-Design;;Dise? cl?eres;;;;;;;;;x;;;;
steamers;Paddle Boating;Bateaux ?vapeur;Dampfschiffe;;Vapores;;;;;;;;;x;;;;
steamers_desc;Paddle Boating;Bateaux ?vapeur;Dampfschiffe;;Vapores;;;;;;;;;x;;;;
iron_steamers;Screwing Steamer;Bateaux ?vapeur en fer;Eisendampfer;;Vapores hierro;;;;;;;;;x;;;;
iron_steamers_desc;Screwing Steamer;Bateaux ?vapeur en fer;Eisendampfer;;Vapores hierro;;;;;;;;;x;;;;
ironclads;Screwed Alaskan Steamer;Cuirass?;Panzerschiffe;;Acorazados 'ironclad';;;;;;;;;x;;;;
steel_steamers;Steal Surfer;Bateaux ?vapeur en acier;Stahldampfer;;Vapores acero;;;;;;;;;x;;;;
steel_steamers_desc;Steal Surfer;Bateaux ?vapeur en acier;Stahldampfer;;Vapores acero;;;;;;;;;x;;;;
steam_turbine_ships;Steam Powered Craft;Bateaux ?turbine ?vapeur;Dampfturbinenschiffe;;Barcos turbina vapor;;;;;;;;;x;;;;
steam_turbine_ships_desc;Steam Powered Craft;Bateaux ?turbine ?vapeur;Dampfturbinenschiffe;;Barcos turbina vapor;;;;;;;;;x;;;;
oil_driven_ships;Cooling Fluid Powered Rig;Navires ?moteurs;Motorschiffe;;Barcos impulsados por petr?eo;;;;;;;;;x;;;;
oil_driven_ships_desc;Cooling Fluid Powered Rig;Navires ?moteurs;Motorschiffe;;Barcos impulsados por petr?eo;;;;;;;;;x;;;;
naval_design_bureaus;Bureau of Web Design;Bureau d'?udes navales;Marine-Entwicklungs?ter;;Depart. dise? naval;;;;;;;;;x;;;;
naval_design_bureaus_desc;Bureau of Web Design;Bureau d'?udes navales;Marine-Entwicklungs?ter;;Depart. dise? naval;;;;;;;;;x;;;;
fire_control_systems;Cyber Control Systems;Syst?es de conduite de tir;Feuerleitsysteme;;Sistemas control tiro;;;;;;;;;x;;;;
fire_control_systems_desc;Cyber Control Systems;Syst?es de conduite de tir;Feuerleitsysteme;;Sistemas control tiro;;;;;;;;;x;;;;
weapon_platforms;Hackin Platforms;Plates-formes d'armement;Waffenplattform;;Plataformas armadas;;;;;;;;;x;;;;
weapon_platforms_desc;Hackin Platforms;Plates-formes d'armement;Waffenplattform;;Plataformas armadas;;;;;;;;;x;;;;
main_armament;Main Arm er Mentality;Armement principal;Hauptbewaffnung;;Armam. princ.;;;;;;;;;x;;;;
main_armament_desc;Main Arm er Mentality;Armement principal;Hauptbewaffnung;;Armam. princ.;;;;;;;;;x;;;;
advanced_naval_design;Advanced NavI Design;?udes navales avanc?s;Fortschrittliche Marine-Entwicklung;;Dise? naval avanzado;;;;;;;;;x;;;;
advanced_naval_design_desc;Advanced NavI Design;?udes navales avanc?s;Fortschrittliche Marine-Entwicklung;;Dise? naval avanzado;;;;;;;;;x;;;;
modern_naval_design;Modern .navE Design;Technologie navale moderne;Moderne Marine-Entwicklung;;Dise? naval moderno;;;;;;;;;x;;;;
modern_naval_design_desc;Modern .navE Design;Technologie navale moderne;Moderne Marine-Entwicklung;;Dise? naval moderno;;;;;;;;;x;;;;
alphabetic_flag_signaling;Binary Web Signaling;Pavillons de signalisation;Flaggenalphabet;;Se?liz. alfab. banderas;;;;;;;;;x;;;;
alphabetic_flag_signaling_desc;Binary Web Signaling;Pavillons de signalisation;Flaggenalphabet;;Se?liz. alfab. banderas;;;;;;;;;x;;;;
naval_plans;NavE Plans;Plans de campagne navale;Marinepl?e;;Planes navales;;;;;;;;;x;;;;
naval_plans_desc;NavE Plans;Plans de campagne navale;Marinepl?e;;Planes navales;;;;;;;;;x;;;;
naval_statistics;NavE Stats;Statistiques navales;Marinestatistik;;Estad?ticas navales;;;;;;;;;x;;;;
naval_statistics_desc;NavE Stats;Statistiques navales;Marinestatistik;;Estad?ticas navales;;;;;;;;;x;;;;
naval_logistics;NavE Logistics;Logistique navale;Marinelogistik;;Log?tica naval;;;;;;;;;x;;;;
naval_logistics_desc;NavE Logistics;Logistique navale;Marinelogistik;;Log?tica naval;;;;;;;;;x;;;;
naval_directionism;NavE Directionism;Directivisme naval;Marinedirektionismus;;Dirigismo naval;;;;;;;;;x;;;;
naval_directionism_desc;NavE Directionism;Directivisme naval;Marinedirektionismus;;Dirigismo naval;;;;;;;;;x;;;;
naval_integration;NavE Integration;Int?ration navale;Marineintegration;;Integraci? naval;;;;;;;;;x;;;;
naval_integration_desc;NavE Integration;Int?ration navale;Marineintegration;;Integraci? naval;;;;;;;;;x;;;;
the_command_principle;THE Cyber Principle;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
the_command_principle_desc;THE Cyber Principle;Hi?archie militaire;Das Kommandoprinzip;;El Principio de Mando;;;;;;;;;x;;;;
naval_professionalism;NavE Professionalism;Professionnalisme;Berufsoffiziere;;Profesionalismo naval;;;;;;;;;x;;;;
naval_professionalism_desc;NavE Professionalism;Professionnalisme;Berufsoffiziere;;Profesionalismo naval;;;;;;;;;x;;;;
naval_decision_making;NavE Decision Making;Prise de d?ision;Marine-Entscheidung;;Toma de decisiones navales;;;;;;;;;x;;;;
naval_decision_making_desc;NavE Decision Making;Prise de d?ision;Marine-Entscheidung;;Toma de decisiones navales;;;;;;;;;x;;;;
naval_risk_management;NavE Risk Management;Gestion des risques;Marine-Risikomanagement;;Supervisi? de riesgos navales;;;;;;;;;x;;;;
naval_risk_management_desc;NavE Risk Management;Gestion des risques;Marine-Risikomanagement;;Supervisi? de riesgos navales;;;;;;;;;x;;;;
naval_nco_training;NavE NCO Training;?ole d'officiers mariniers;Marine-Unteroffiziersausbildung ;;Formaci? de suboficiales navales;;;;;;;;;x;;;;
naval_nco_training_desc;NavE NCO Training;?ole d'officiers mariniers;Marine-Unteroffiziersausbildung ;;Formaci? de suboficiales navales;;;;;;;;;x;;;;
modern_naval_training;Advanced NavE Training;Entra?ement naval moderne;Moderne Marineausbildung;;Instrucci? naval moderna;;;;;;;;;x;;;;
modern_naval_training_desc;Advanced NavE Training;Entra?ement naval moderne;Moderne Marineausbildung;;Instrucci? naval moderna;;;;;;;;;x;;;;
steam_turbine;Renewable Energy;Turbine ?vapeur;Dampfturbine;;Turbina vapor;;;;;;;;;x;;;;
steam_turbine_desc;Renewable Energy;Turbine ?vapeur;Dampfturbine;;Turbina vapor;;;;;;;;;x;;;;
financial_institutions;Financial Institutions;Institutions financi?es;Finanzinstitutionen;;Instituciones financieras;;;;;;;;;x;;;;
financial_institutions_desc;Financial Institutions are organizations that improve the flow of financial assets in your country. The development goes from having not even private banks to instituting a bank inspection board.;Les institutions financi?es sont des organismes qui am?iorent les flux de capitaux dans votre pays. Le d?eloppement va de l'absence de banques priv?s jusqu'?l'institution d'une inspection des affaires bancaires.;Finanzinstitutionen sind Organisationen, die den Fluss von Verm?enswerten in Ihr Land verbessern. Die Entwicklung reicht vom Fehlen von Privatbanken bis zum Einsetzen eines Banken?erwachungsausschusses.;;Las instituciones financieras son organizaciones que mejoran el flujo de bienes fiscales en tu pa?. El desarrollo mejora de no tener siquiera banca privada a la instituci? de comisiones de inspecci? bancaria.;;;;;;;;;x;;;;
private_banks;Big Bonk B'ankz;Banques priv?s;Privatbanken;;Bancos privados;;;;;;;;;x;;;;
private_banks_desc;Big Bonk B'ankz;Banques priv?s;Privatbanken;;Bancos privados;;;;;;;;;x;;;;
stock_exchange;Blockchain Monitoring;Bourse;B?se;;La Bolsa;;;;;;;;;x;;;;
stock_exchange_desc;Blockchain Monitoring;Bourse;B?se;;La Bolsa;;;;;;;;;x;;;;
multitude_of_financial_instruments;Multitude of Financial Instruments;Instruments financiers multiples;Vielf?tige Finanzinstrumente;;M?tiples instrumentos financieros;;;;;;;;;x;;;;
multitude_of_financial_instruments_desc;The introduction of a multitude of financial instruments meant not only a smoother flow of capital, but also that the middle class got better return on their private investments.;La mise en place de divers instruments financiers a non seulement permis d'assurer un flux constant de capitaux, mais aussi permis d'am?iorer le rendement des placements financiers des classes moyennes.;Die Einf?rung vielf?tiger Finanzinstrumente bedeutete nicht nur einen verbesserten Kapitalfluss, sondern brachte der Mittelklasse auch h?ere Ertr?e aus ihren Privatinvestitionen ein.;;La introducci? de diversos instrumentos financieros supuso no s?o un flujo uniforme de capital, sino tambi? que la clase media obtuviera un mayor beneficio de sus inversiones privadas.;;;;;;;;;x;;;;
insurance_companies;Insurance Companies;Compagnies d'assurance;Versicherungen;;Compa?as de seguros;;;;;;;;;x;;;;
insurance_companies_desc;The creation of companies selling insurances made business simpler and safer. Also families took advantage of new intellectual products as home insurances etc.;La cr?tion de compagnies vendant des assurances simplifia et s?urisa les op?ations ?onomiques. Les familles b??ici?ent aussi de ce nouveau type de service, sous la forme d'assurances pour l'habitation, etc.;Die Gr?dung von Firmen, die Versicherungen verkauften, trug zur Vereinfachung und Sicherung der Gesch?tswelt bei. Von diesen intellektuellen Produkten wie z.B. Hausversicherungen profitierten auch Familien.;;La creaci? de compa?as vendedoras de seguros tuvo como consecuencia que los negocios fueran m? sencillos y seguros. Adem?, las familias se aprovecharon de nuevos productos intelectuales, como los seguros para el hogar, etc.;;;;;;;;;x;;;;
regulated_buying_and_selling_of_stocks;Regulated Buying and Selling of Stocks;R?lementation des achats et ventes de stocks;Regulierte Aktienk?fe und -verk?fe;;Regulaci? compra y venta de reservas;;;;;;;;;x;;;;
regulated_buying_and_selling_of_stocks_desc;This made it not only safer, but also cheaper in the long run to buy stocks as the routine for buying and selling was now institutionalized into time and place.;En r?lementant le fonctionnement quotidien des achats et des ventes de stock, on a pu s?uriser ces op?ations tout en diminuant leur co? ?long terme.;Dies machte den Kauf von Aktien langfristiger nicht nur sicherer, sondern auch g?stiger, da die Kauf- und Verkaufsroutine nun in Zeit und Ort institutionalisiert war.;;Esto no s?o hizo m? segura, sino tambi? m? barata a la larga, la compra de reservas, ya que la rutina de comprar y vender estaba ahora institucionalizada en tiempo y lugar.;;;;;;;;;x;;;;
business_banks;Boilinger Brand;Banques d'affaires;Gesch?tsbanken;;Bancos comerciales;;;;;;;;;x;;;;
business_banks_desc;Boilinger Brand;Banques d'affaires;Gesch?tsbanken;;Bancos comerciales;;;;;;;;;x;;;;
liquidation_of_assets;Liquidation of Assets;Liquidation judiciaire;Liquidierung von Verm?enswerten;;Liquidaci? capitales;;;;;;;;;x;;;;
liquidation_of_assets_desc;This meant that a bankrupted firm got its assets sold to pay of the moneylenders. This was a complex but important set of laws that was the first step to a stable jurisdiction for bankruptcies.;D?ormais, lorsqu'une entreprise faisait faillite, on vendait ses actifs pour rembourser ses cr?nciers. Cette s?ie de lois complexes mais n?essaires, a constitu?la premi?e ?ape vers une l?islation sur les faillites.;Dies bedeutete, dass die Verm?enswerte von bankrotten Firmen zur Entsch?igung der Gl?biger verkauft wurden. Dies war eine komplexe, aber wichtige Gesetzesreihe und der erste Schritt f? eine stabile Rechtsprechung f? Firmenpleiten.;;Significaba que una empresa en quiebra ten? que vender su capital para pagar a los prestamistas. Se trataba de un complejo pero importante conjunto de leyes que supuso el primer paso hacia la creaci? de una jurisdicci? estable para bancarrotas.;;;;;;;;;x;;;;
capital_for_investors;Capital for Investors;March?des capitaux;Kapital f? Investoren;;Capital para inversores;;;;;;;;;x;;;;
capital_for_investors_desc;At this point market behaviour had been directed and demand for capital had been focused so that a market for capital had been created.;Avec le contr?e du fonctionnement de la bourse et l'organisation des demandes de fonds d'investissement, il est devenu possible de cr?r un v?itable march?des capitaux.;Zu diesem Zeitpunkt war das Marktverhalten geregelt und die Kapitalnachfrage konzentriert worden, was die Schaffung eines Kapitalmarkts erm?licht hatte.;;En ese momento, el comportamiento del mercado hab? estado dirigido y la demanda de capital se hab? concentrado tanto que se hab? creado un mercado para el capital.;;;;;;;;;x;;;;
